Order ID,Customer ID,Product Category,Sales Amount,Quantity,Order Date,State
1052,CUST_194,Books,273,2,16-11-2025,Delhi
1053,CUST_293,Home Decor,4581,1,30-10-2025,Rajasthan
1054,CUST_171,Clothing,2028,4,09-03-2025,Rajasthan
1055,CUST_183,Clothing,2841,1,19-03-2025,Karnataka
1056,CUST_193,Clothing,1155,2,09-02-2025,Delhi
1057,CUST_125,Electronics,2924,4,04-09-2025,Mumbai
1058,CUST_253,Home Decor,3567,3,14-04-2025,UP
1059,CUST_267,Electronics,3305,4,23-06-2025,Mumbai
1060,CUST_163,Clothing,2933,2,29-04-2025,Mumbai
1061,CUST_276,Books,4230,4,11-02-2025,Delhi
1062,CUST_258,Electronics,3536,1,17-01-2025,UP
1063,CUST_286,Home Decor,2457,2,02-08-2025,Rajasthan
1064,CUST_117,Clothing,4304,2,15-05-2025,Delhi
1065,CUST_237,Clothing,3985,1,11-05-2025,UP
1066,CUST_212,Clothing,2194,2,17-04-2025,Karnataka
1067,CUST_288,Books,2083,1,04-08-2025,Rajasthan
1068,CUST_281,Electronics,2582,3,03-08-2025,Delhi
1069,CUST_183,Books,4600,5,18-08-2025,Rajasthan
1070,CUST_116,Books,4464,3,24-02-2025,Delhi
1071,CUST_148,Home Decor,3121,3,27-12-2025,Rajasthan
1072,CUST_143,Electronics,3984,5,12-04-2025,UP
1073,CUST_123,Books,4399,5,03-01-2025,Mumbai
1074,CUST_247,Clothing,3968,4,24-09-2025,Karnataka
1075,CUST_107,Electronics,3597,1,02-10-2025,Rajasthan
1076,CUST_236,Books,638,3,25-08-2025,Rajasthan
1077,CUST_294,Electronics,2043,5,05-10-2025,Mumbai
1078,CUST_289,Books,1591,5,29-05-2025,Delhi
1079,CUST_212,Clothing,1613,4,09-05-2025,Delhi
1080,CUST_270,Electronics,2172,4,09-06-2025,Karnataka
1081,CUST_143,Books,3842,4,24-09-2025,UP
1082,CUST_290,Home Decor,4544,1,08-06-2025,Rajasthan
1083,CUST_250,Books,4425,1,02-12-2025,Rajasthan
1084,CUST_242,Books,4236,5,25-01-2025,Delhi
1085,CUST_232,Clothing,3777,1,25-09-2025,Karnataka
1086,CUST_180,Clothing,860,1,27-05-2025,UP
1087,CUST_205,Clothing,3858,2,08-05-2025,Delhi
1088,CUST_227,Clothing,634,3,25-03-2025,UP
1089,CUST_161,Electronics,2695,2,27-03-2025,UP
1090,CUST_140,Electronics,3303,3,18-08-2025,Karnataka
1091,CUST_239,Electronics,4237,1,27-03-2025,Mumbai
1092,CUST_150,Home Decor,4141,3,21-03-2025,UP
1093,CUST_209,Books,4979,1,03-10-2025,Delhi
1094,CUST_104,Home Decor,1688,5,04-12-2025,Karnataka
1095,CUST_139,Clothing,1273,5,09-03-2025,UP
1096,CUST_272,Books,172,3,20-02-2025,Rajasthan
1097,CUST_171,Home Decor,3787,4,11-02-2025,UP
1098,CUST_132,Home Decor,1482,1,06-08-2025,Rajasthan
1099,CUST_270,Home Decor,4219,1,26-03-2025,UP
1100,CUST_271,Clothing,4831,1,17-04-2025,Karnataka
1101,CUST_193,Electronics,3905,1,28-09-2025,Mumbai
1102,CUST_161,Home Decor,4404,3,01-04-2025,Delhi
1103,CUST_148,Clothing,4220,2,21-01-2025,Karnataka
1104,CUST_132,Books,1018,5,28-05-2025,Karnataka
1105,CUST_167,Home Decor,1757,3,05-05-2025,Rajasthan
1106,CUST_193,Home Decor,4209,3,16-09-2025,Mumbai
1107,CUST_206,Clothing,2031,4,21-06-2025,Mumbai
1108,CUST_245,Clothing,151,4,20-05-2025,Mumbai
1109,CUST_222,Home Decor,3209,1,20-02-2025,Mumbai
1110,CUST_273,Clothing,2902,3,24-06-2025,UP
1111,CUST_246,Home Decor,1204,3,09-12-2025,Karnataka
1112,CUST_204,Home Decor,4340,5,02-11-2025,Mumbai
1113,CUST_155,Home Decor,4465,3,19-11-2025,Mumbai
1114,CUST_141,Books,3562,5,27-01-2025,Karnataka
1115,CUST_236,Electronics,1337,2,27-03-2025,Mumbai
1116,CUST_239,Home Decor,442,2,09-01-2025,Rajasthan
1117,CUST_181,Clothing,4833,4,16-04-2025,Mumbai
1118,CUST_106,Home Decor,732,3,16-01-2025,Mumbai
1119,CUST_164,Clothing,4198,1,17-01-2025,UP
1120,CUST_255,Books,2676,3,29-12-2025,Delhi
1121,CUST_214,Clothing,431,4,16-02-2025,Rajasthan
1122,CUST_222,Home Decor,4961,3,16-07-2025,Delhi
1123,CUST_186,Home Decor,4771,2,30-01-2025,Mumbai
1124,CUST_153,Clothing,3817,1,14-02-2025,Karnataka
1125,CUST_237,Clothing,2707,3,07-04-2025,UP
1126,CUST_299,Books,2815,3,26-06-2025,Mumbai
1127,CUST_127,Clothing,4679,5,07-03-2025,Karnataka
1128,CUST_262,Clothing,3090,1,21-10-2025,Mumbai
1129,CUST_104,Home Decor,1577,2,14-04-2025,Rajasthan
1130,CUST_174,Home Decor,172,2,05-12-2025,Rajasthan
1131,CUST_139,Clothing,4589,5,31-12-2025,Karnataka
1132,CUST_245,Electronics,1839,4,14-04-2025,Rajasthan
1133,CUST_117,Books,1315,2,27-07-2025,Mumbai
1134,CUST_211,Electronics,3573,1,28-09-2025,Rajasthan
1135,CUST_160,Electronics,2215,4,13-10-2025,UP
1136,CUST_269,Clothing,2409,1,27-10-2025,Mumbai
1137,CUST_174,Clothing,4150,1,09-11-2025,Delhi
1138,CUST_149,Home Decor,2971,4,09-09-2025,Delhi
1139,CUST_155,Books,683,1,06-06-2025,Delhi
1140,CUST_165,Home Decor,2118,2,02-08-2025,Rajasthan
1141,CUST_275,Clothing,3308,4,21-05-2025,Delhi
1142,CUST_282,Home Decor,223,2,04-12-2025,UP
1143,CUST_104,Books,1612,4,14-05-2025,Delhi
1144,CUST_296,Electronics,1932,5,03-10-2025,Delhi
1145,CUST_273,Home Decor,4314,2,04-05-2025,Karnataka
1146,CUST_248,Electronics,197,5,06-03-2025,Mumbai
1147,CUST_145,Books,3008,5,04-03-2025,Delhi
1148,CUST_185,Home Decor,2142,1,15-05-2025,Karnataka
1149,CUST_258,Books,3004,4,18-03-2025,Mumbai
1150,CUST_145,Clothing,3219,4,07-09-2025,Delhi
1151,CUST_112,Home Decor,4200,4,27-08-2025,Mumbai
1152,CUST_231,Home Decor,368,2,25-03-2025,Rajasthan
1153,CUST_137,Electronics,2808,1,02-01-2025,Rajasthan
1154,CUST_190,Clothing,2568,2,05-12-2025,Mumbai
1155,CUST_260,Electronics,1915,4,05-08-2025,Rajasthan
1156,CUST_226,Clothing,746,2,23-05-2025,Karnataka
1157,CUST_195,Home Decor,1402,4,15-03-2025,Mumbai
1158,CUST_169,Clothing,764,3,22-04-2025,Delhi
1159,CUST_300,Home Decor,868,4,26-08-2025,Karnataka
1160,CUST_143,Clothing,2064,5,22-10-2025,Mumbai
1161,CUST_125,Books,2769,5,24-08-2025,Rajasthan
1162,CUST_179,Clothing,669,3,10-11-2025,Rajasthan
1163,CUST_106,Clothing,848,1,21-05-2025,Delhi
1164,CUST_231,Home Decor,3790,4,28-04-2025,UP
1165,CUST_241,Clothing,2237,5,02-07-2025,Karnataka
1166,CUST_144,Clothing,4771,4,01-08-2025,Delhi
1167,CUST_117,Electronics,1800,5,07-01-2025,Karnataka
1168,CUST_150,Home Decor,2591,3,20-03-2025,Mumbai
1169,CUST_233,Home Decor,3154,2,18-11-2025,Rajasthan
1170,CUST_200,Electronics,4835,5,23-12-2025,Mumbai
1171,CUST_247,Clothing,362,5,09-05-2025,Mumbai
1172,CUST_114,Home Decor,4206,5,02-04-2025,Rajasthan
1173,CUST_277,Electronics,1557,2,18-08-2025,Mumbai
1174,CUST_283,Electronics,3041,1,30-03-2025,UP
1175,CUST_206,Electronics,2401,5,21-01-2025,Delhi
1176,CUST_293,Clothing,4110,2,05-04-2025,UP
1177,CUST_181,Books,2943,5,23-07-2025,Delhi
1178,CUST_284,Electronics,1787,5,31-05-2025,Mumbai
1179,CUST_241,Electronics,2882,1,06-02-2025,Karnataka
1180,CUST_206,Electronics,2003,5,14-09-2025,Rajasthan
1181,CUST_287,Clothing,1181,3,20-01-2025,UP
1182,CUST_163,Books,756,4,05-12-2025,Rajasthan
1183,CUST_184,Books,1969,5,08-02-2025,Rajasthan
1184,CUST_278,Electronics,2939,3,14-11-2025,Rajasthan
1185,CUST_206,Books,4796,4,29-11-2025,Delhi
1186,CUST_167,Clothing,1591,1,28-05-2025,Rajasthan
1187,CUST_216,Books,1226,3,15-04-2025,Rajasthan
1188,CUST_243,Electronics,605,3,21-10-2025,Delhi
1189,CUST_131,Books,3995,5,30-04-2025,Mumbai
1190,CUST_110,Books,4546,4,11-11-2025,UP
1191,CUST_252,Home Decor,4340,1,04-09-2025,Rajasthan
1192,CUST_209,Home Decor,1811,4,10-05-2025,Karnataka
1193,CUST_204,Books,3526,2,02-04-2025,Karnataka
1194,CUST_271,Electronics,2496,3,10-12-2025,Karnataka
1195,CUST_158,Home Decor,3221,1,14-05-2025,UP
1196,CUST_240,Home Decor,4396,4,06-06-2025,UP
1197,CUST_291,Home Decor,4412,5,23-12-2025,Rajasthan
1198,CUST_288,Books,3608,1,06-01-2025,Karnataka
1199,CUST_151,Books,1226,3,17-05-2025,UP
1200,CUST_169,Books,2908,4,22-03-2025,Rajasthan
1201,CUST_105,Clothing,1638,1,16-12-2025,Rajasthan
1202,CUST_225,Electronics,2168,3,12-01-2025,UP
1203,CUST_148,Electronics,2568,2,25-02-2025,Rajasthan
1204,CUST_182,Books,3379,5,12-01-2025,UP
1205,CUST_281,Books,2743,5,02-12-2025,Rajasthan
1206,CUST_171,Clothing,3076,4,25-06-2025,Rajasthan
1207,CUST_279,Books,3581,5,21-06-2025,Karnataka
1208,CUST_104,Home Decor,843,2,10-10-2025,Delhi
1209,CUST_163,Electronics,1318,4,12-04-2025,UP
1210,CUST_153,Home Decor,2740,5,30-04-2025,UP
1211,CUST_129,Home Decor,767,3,14-12-2025,Rajasthan
1212,CUST_263,Electronics,3442,1,14-01-2025,Karnataka
1213,CUST_286,Clothing,842,1,24-06-2025,UP
1214,CUST_203,Home Decor,2131,4,25-03-2025,Rajasthan
1215,CUST_233,Books,731,2,18-09-2025,Rajasthan
1216,CUST_296,Home Decor,2613,1,05-01-2025,Karnataka
1217,CUST_210,Electronics,224,5,07-11-2025,Rajasthan
1218,CUST_153,Home Decor,4956,5,05-03-2025,Mumbai
1219,CUST_257,Electronics,3290,5,21-04-2025,Delhi
1220,CUST_243,Home Decor,1548,3,10-08-2025,Karnataka
1221,CUST_272,Clothing,4013,3,27-11-2025,Karnataka
1222,CUST_186,Books,4195,5,05-05-2025,Karnataka
1223,CUST_166,Home Decor,816,3,04-03-2025,Mumbai
1224,CUST_173,Electronics,3811,1,22-10-2025,Karnataka
1225,CUST_238,Home Decor,3028,5,09-10-2025,Mumbai
1226,CUST_233,Home Decor,4525,2,10-04-2025,Rajasthan
1227,CUST_163,Home Decor,1263,4,03-10-2025,Karnataka
1228,CUST_177,Clothing,4871,1,25-03-2025,UP
1229,CUST_143,Clothing,2087,4,12-11-2025,Mumbai
1230,CUST_297,Electronics,2989,4,26-02-2025,UP
1231,CUST_129,Home Decor,3509,4,18-06-2025,Delhi
1232,CUST_100,Clothing,2959,4,04-01-2025,Rajasthan
1233,CUST_261,Home Decor,777,3,16-05-2025,Karnataka
1234,CUST_150,Books,3769,4,11-07-2025,Rajasthan
1235,CUST_266,Clothing,4455,1,27-10-2025,Delhi
1236,CUST_121,Electronics,4908,1,13-05-2025,Rajasthan
1237,CUST_187,Clothing,1526,2,26-11-2025,Delhi
1238,CUST_142,Clothing,4611,5,01-12-2025,Mumbai
1239,CUST_175,Clothing,610,5,04-10-2025,Mumbai
1240,CUST_237,Home Decor,1694,2,11-01-2025,Mumbai
1241,CUST_284,Home Decor,4104,5,20-08-2025,Delhi
1242,CUST_255,Books,2093,4,12-08-2025,Delhi
1243,CUST_195,Electronics,1057,4,28-12-2025,UP
1244,CUST_144,Home Decor,365,1,18-01-2025,UP
1245,CUST_151,Electronics,2271,4,24-09-2025,Delhi
1246,CUST_232,Books,993,5,13-12-2025,UP
1247,CUST_191,Clothing,1151,4,08-12-2025,Mumbai
1248,CUST_195,Electronics,4443,3,07-07-2025,Mumbai
1249,CUST_146,Electronics,4942,2,20-06-2025,Delhi
1250,CUST_185,Electronics,3465,5,08-08-2025,UP
1251,CUST_176,Books,3467,2,12-10-2025,UP
1252,CUST_199,Home Decor,3996,2,12-07-2025,Rajasthan
1253,CUST_268,Clothing,3597,3,19-08-2025,Delhi
1254,CUST_103,Clothing,3020,1,03-11-2025,Karnataka
1255,CUST_211,Electronics,3167,3,21-10-2025,Karnataka
1256,CUST_115,Books,4203,3,02-07-2025,Rajasthan
1257,CUST_247,Electronics,3091,1,10-10-2025,Mumbai
1258,CUST_106,Electronics,1799,1,03-04-2025,Rajasthan
1259,CUST_164,Clothing,2566,5,04-11-2025,Delhi
1260,CUST_271,Home Decor,4052,3,15-06-2025,Rajasthan
1261,CUST_275,Home Decor,1598,5,25-10-2025,UP
1262,CUST_263,Electronics,3783,5,16-07-2025,Mumbai
1263,CUST_208,Home Decor,3329,4,02-11-2025,UP
1264,CUST_112,Electronics,3759,3,19-05-2025,Delhi
1265,CUST_128,Clothing,4697,3,13-12-2025,Delhi
1266,CUST_148,Clothing,2162,2,14-11-2025,Delhi
1267,CUST_163,Home Decor,1450,5,20-10-2025,Karnataka
1268,CUST_191,Home Decor,1519,2,25-01-2025,UP
1269,CUST_195,Home Decor,2864,3,01-07-2025,UP
1270,CUST_151,Books,2689,3,10-11-2025,Delhi
1271,CUST_140,Books,1620,4,12-12-2025,Karnataka
1272,CUST_182,Electronics,2405,1,27-02-2025,Delhi
1273,CUST_216,Electronics,2961,1,30-08-2025,UP
1274,CUST_158,Clothing,4435,2,08-03-2025,Delhi
1275,CUST_261,Clothing,1289,5,31-07-2025,Karnataka
1276,CUST_257,Books,2624,3,05-07-2025,Mumbai
1277,CUST_240,Books,2438,5,11-03-2025,Rajasthan
1278,CUST_297,Electronics,4765,2,03-06-2025,Delhi
1279,CUST_225,Books,4090,1,12-07-2025,UP
1280,CUST_147,Home Decor,693,1,22-09-2025,UP
1281,CUST_225,Clothing,4015,5,19-04-2025,Karnataka
1282,CUST_177,Clothing,309,5,15-06-2025,Karnataka
1283,CUST_150,Home Decor,2716,3,05-04-2025,UP
1284,CUST_129,Electronics,3164,4,23-06-2025,Rajasthan
1285,CUST_207,Home Decor,3308,5,03-04-2025,Mumbai
1286,CUST_248,Electronics,132,1,13-02-2025,Delhi
1287,CUST_104,Books,779,5,05-12-2025,UP
1288,CUST_175,Electronics,1170,4,13-08-2025,Mumbai
1289,CUST_266,Home Decor,4963,4,23-03-2025,Karnataka
1290,CUST_138,Clothing,408,4,11-12-2025,Delhi
1291,CUST_135,Books,4622,1,28-02-2025,Karnataka
1292,CUST_244,Clothing,2694,1,13-07-2025,Karnataka
1293,CUST_169,Electronics,3104,1,01-08-2025,Rajasthan
1294,CUST_197,Home Decor,2032,4,17-09-2025,Delhi
1295,CUST_283,Home Decor,1687,5,17-06-2025,Delhi
1296,CUST_178,Clothing,880,4,29-05-2025,UP
1297,CUST_299,Electronics,1104,2,14-04-2025,Rajasthan
1298,CUST_203,Books,143,1,02-05-2025,Rajasthan
1299,CUST_160,Books,3843,4,04-03-2025,UP
1300,CUST_128,Books,2214,2,08-08-2025,Delhi
1301,CUST_189,Electronics,4591,2,08-08-2025,Delhi
1302,CUST_214,Books,1123,5,27-02-2025,UP
1303,CUST_150,Electronics,2594,5,05-11-2025,Karnataka
1304,CUST_186,Books,4314,4,14-02-2025,Mumbai
1305,CUST_103,Electronics,4680,5,08-04-2025,Karnataka
1306,CUST_125,Clothing,1505,5,14-04-2025,Karnataka
1307,CUST_181,Clothing,2070,1,17-03-2025,Karnataka
1308,CUST_157,Books,4203,5,28-05-2025,Rajasthan
1309,CUST_269,Electronics,2746,5,22-04-2025,UP
1310,CUST_199,Clothing,3011,4,02-12-2025,Karnataka
1311,CUST_129,Home Decor,3413,4,04-09-2025,Rajasthan
1312,CUST_207,Books,3963,1,02-01-2025,Mumbai
1313,CUST_274,Books,4303,4,22-05-2025,UP
1314,CUST_236,Home Decor,661,1,10-06-2025,Delhi
1315,CUST_200,Books,4020,5,24-09-2025,Delhi
1316,CUST_298,Electronics,3491,4,01-04-2025,Mumbai
1317,CUST_261,Clothing,242,3,21-02-2025,Karnataka
1318,CUST_266,Clothing,3773,3,11-07-2025,UP
1319,CUST_215,Electronics,1021,5,27-07-2025,Delhi
1320,CUST_126,Electronics,4060,1,17-02-2025,Delhi
1321,CUST_170,Clothing,3358,3,02-12-2025,Delhi
1322,CUST_111,Clothing,4677,2,27-02-2025,Mumbai
1323,CUST_123,Clothing,770,4,23-04-2025,Karnataka
1324,CUST_166,Electronics,1729,3,19-10-2025,UP
1325,CUST_189,Home Decor,2065,2,28-05-2025,Mumbai
1326,CUST_230,Books,2243,3,20-04-2025,Mumbai
1327,CUST_162,Home Decor,181,1,05-11-2025,Karnataka
1328,CUST_216,Electronics,3788,3,27-08-2025,Karnataka
1329,CUST_232,Books,1925,2,05-03-2025,UP
1330,CUST_281,Home Decor,787,2,27-08-2025,Karnataka
1331,CUST_206,Clothing,1291,3,30-11-2025,Rajasthan
1332,CUST_290,Home Decor,3720,4,19-06-2025,Rajasthan
1333,CUST_193,Home Decor,3182,5,24-06-2025,UP
1334,CUST_165,Books,3438,3,29-11-2025,Rajasthan
1335,CUST_202,Home Decor,294,5,17-04-2025,Karnataka
1336,CUST_260,Home Decor,980,4,17-12-2025,Mumbai
1337,CUST_265,Clothing,919,4,07-11-2025,Delhi
1338,CUST_192,Books,4620,3,26-08-2025,Mumbai
1339,CUST_145,Clothing,2042,2,19-02-2025,UP
1340,CUST_289,Electronics,3441,4,24-10-2025,UP
1341,CUST_153,Home Decor,3912,3,11-02-2025,Delhi
1342,CUST_255,Electronics,1392,3,04-06-2025,Delhi
1343,CUST_162,Clothing,749,4,06-05-2025,Mumbai
1344,CUST_209,Books,517,5,25-09-2025,Delhi
1345,CUST_260,Books,4374,4,27-12-2025,Karnataka
1346,CUST_270,Electronics,2563,1,16-02-2025,UP
1347,CUST_252,Books,1087,3,01-07-2025,UP
1348,CUST_217,Electronics,4614,2,16-10-2025,Rajasthan
1349,CUST_124,Clothing,3520,4,14-02-2025,Delhi
1350,CUST_138,Home Decor,3551,2,06-12-2025,Rajasthan
1351,CUST_258,Electronics,1024,2,28-12-2025,Karnataka
1352,CUST_186,Electronics,338,2,30-07-2025,Karnataka
1353,CUST_173,Clothing,4415,3,13-09-2025,Mumbai
1354,CUST_249,Home Decor,1897,1,27-05-2025,Delhi
1355,CUST_202,Clothing,3427,2,31-12-2025,Mumbai
1356,CUST_241,Books,1363,1,02-02-2025,Rajasthan
1357,CUST_184,Books,3624,3,10-09-2025,Karnataka
1358,CUST_256,Home Decor,872,3,30-11-2025,Rajasthan
1359,CUST_189,Books,2586,3,28-05-2025,Delhi
1360,CUST_196,Electronics,1833,3,27-04-2025,Mumbai
1361,CUST_237,Books,849,5,09-12-2025,Karnataka
1362,CUST_150,Home Decor,1919,1,20-07-2025,Karnataka
1363,CUST_288,Home Decor,411,5,13-05-2025,Mumbai
1364,CUST_112,Electronics,2577,4,17-12-2025,Rajasthan
1365,CUST_240,Clothing,2810,4,27-01-2025,UP
1366,CUST_136,Electronics,1705,1,29-07-2025,Mumbai
1367,CUST_261,Electronics,829,1,03-01-2025,Mumbai
1368,CUST_167,Books,4727,2,19-07-2025,UP
1369,CUST_145,Home Decor,1765,4,02-03-2025,UP
1370,CUST_284,Home Decor,644,3,12-04-2025,Rajasthan
1371,CUST_121,Clothing,4760,2,19-10-2025,UP
1372,CUST_212,Home Decor,1524,2,08-11-2025,Rajasthan
1373,CUST_240,Home Decor,4123,1,16-03-2025,Mumbai
1374,CUST_237,Books,673,1,30-06-2025,Mumbai
1375,CUST_279,Books,3220,2,24-04-2025,Mumbai
1376,CUST_145,Home Decor,350,2,19-06-2025,UP
1377,CUST_133,Clothing,2136,3,27-07-2025,UP
1378,CUST_140,Electronics,4691,1,18-07-2025,Mumbai
1379,CUST_263,Electronics,271,2,07-12-2025,Mumbai
1380,CUST_219,Books,2932,2,28-01-2025,Rajasthan
1381,CUST_111,Books,2726,4,14-03-2025,Karnataka
1382,CUST_283,Clothing,3792,3,23-09-2025,UP
1383,CUST_151,Books,3237,1,03-02-2025,Rajasthan
1384,CUST_260,Clothing,1853,2,10-01-2025,UP
1385,CUST_262,Clothing,3713,2,13-06-2025,UP
1386,CUST_108,Clothing,1759,5,03-10-2025,Mumbai
1387,CUST_281,Clothing,4605,5,08-03-2025,Karnataka
1388,CUST_183,Clothing,4946,2,23-03-2025,UP
1389,CUST_106,Electronics,2848,4,15-05-2025,UP
1390,CUST_250,Home Decor,3706,3,30-03-2025,Karnataka
1391,CUST_119,Books,3484,5,12-07-2025,UP
1392,CUST_154,Books,4072,1,02-10-2025,Rajasthan
1393,CUST_241,Clothing,124,2,28-07-2025,Delhi
1394,CUST_198,Books,1691,4,11-06-2025,Karnataka
1395,CUST_215,Books,3799,4,22-06-2025,Karnataka
1396,CUST_264,Clothing,1545,5,02-01-2025,Mumbai
1397,CUST_156,Books,4289,4,20-05-2025,Mumbai
1398,CUST_299,Home Decor,3457,5,31-03-2025,Karnataka
1399,CUST_107,Books,844,5,27-10-2025,Rajasthan
1400,CUST_240,Home Decor,3873,3,26-12-2025,Delhi
1401,CUST_158,Books,778,5,26-04-2025,Mumbai
1402,CUST_197,Electronics,1337,1,06-10-2025,Rajasthan
1403,CUST_174,Books,4763,2,06-05-2025,Mumbai
1404,CUST_181,Home Decor,3501,5,02-04-2025,Karnataka
1405,CUST_129,Electronics,3303,3,07-10-2025,Delhi
1406,CUST_225,Home Decor,1303,4,20-04-2025,Karnataka
1407,CUST_146,Electronics,4075,3,13-12-2025,Delhi
1408,CUST_276,Clothing,666,2,18-09-2025,UP
1409,CUST_240,Clothing,2670,2,01-09-2025,Delhi
1410,CUST_133,Books,2021,5,26-10-2025,Rajasthan
1411,CUST_231,Home Decor,3558,5,20-06-2025,Karnataka
1412,CUST_172,Clothing,2280,2,24-11-2025,UP
1413,CUST_258,Home Decor,1636,1,05-02-2025,Delhi
1414,CUST_222,Books,2282,3,05-07-2025,Delhi
1415,CUST_151,Home Decor,1410,5,17-10-2025,Rajasthan
1416,CUST_243,Clothing,343,3,04-12-2025,Mumbai
1417,CUST_105,Electronics,965,3,12-06-2025,Karnataka
1418,CUST_173,Clothing,4713,2,23-11-2025,UP
1419,CUST_183,Electronics,3874,1,17-01-2025,Delhi
1420,CUST_116,Electronics,3908,2,12-12-2025,Delhi
1421,CUST_253,Clothing,1586,1,10-09-2025,Karnataka
1422,CUST_203,Books,167,4,27-05-2025,Delhi
1423,CUST_116,Books,4421,3,20-12-2025,Rajasthan
1424,CUST_237,Electronics,1331,2,26-12-2025,UP
1425,CUST_242,Clothing,3383,3,09-08-2025,UP
1426,CUST_167,Books,242,3,25-07-2025,UP
1427,CUST_124,Electronics,1695,5,15-06-2025,Delhi
1428,CUST_133,Clothing,1451,1,16-11-2025,Rajasthan
1429,CUST_300,Books,3315,3,10-10-2025,Rajasthan
1430,CUST_246,Electronics,1818,5,23-10-2025,Mumbai
1431,CUST_257,Clothing,1207,2,05-09-2025,Delhi
1432,CUST_114,Home Decor,3901,2,16-07-2025,Rajasthan
1433,CUST_255,Electronics,1015,5,21-02-2025,Karnataka
1434,CUST_188,Books,4598,2,25-03-2025,Karnataka
1435,CUST_281,Clothing,620,1,05-06-2025,Delhi
1436,CUST_147,Electronics,4369,5,17-10-2025,UP
1437,CUST_103,Home Decor,3166,5,29-10-2025,Rajasthan
1438,CUST_154,Books,1272,1,29-07-2025,Rajasthan
1439,CUST_167,Clothing,3185,5,19-10-2025,Rajasthan
1440,CUST_255,Home Decor,3360,3,05-04-2025,Rajasthan
1441,CUST_275,Electronics,308,2,20-01-2025,Mumbai
1442,CUST_280,Electronics,4387,4,28-03-2025,UP
1443,CUST_152,Clothing,3531,3,09-06-2025,Karnataka
1444,CUST_272,Clothing,1983,1,19-10-2025,Delhi
1445,CUST_241,Clothing,4979,1,12-06-2025,Karnataka
1446,CUST_279,Books,1323,3,12-06-2025,Mumbai
1447,CUST_266,Electronics,2020,2,25-12-2025,Karnataka
1448,CUST_229,Electronics,3622,5,18-02-2025,UP
1449,CUST_186,Books,3087,4,16-07-2025,Delhi
